gene_id;gene;old_locus_tag;product
PP_RS02350;secE;PP_0441;preprotein translocase subunit SecE
PP_RS02355;nusG;PP_0442;transcription termination/antitermination protein NusG
PP_RS02360;rplK;PP_0443;50S ribosomal protein L11
PP_RS02365;rplA;PP_0444;50S ribosomal protein L1
PP_RS02370;rplJ;PP_0445;50S ribosomal protein L10
PP_RS02375;rplL;PP_0446;50S ribosomal protein L7/L12
PP_RS02380;rpoB;PP_0447;DNA-directed RNA polymerase subunit beta
PP_RS02385;rpoC;PP_0448;DNA-directed RNA polymerase subunit beta'
PP_RS02390;rpsL;PP_0449;30S ribosomal protein S12
PP_RS02395;rpsG;PP_0450;30S ribosomal protein S7
PP_RS02400;fusA;PP_0451;elongation factor G
PP_RS02405;tuf;PP_0452;elongation factor Tu
PP_RS02410;rpsJ;PP_0453;30S ribosomal protein S10
PP_RS02415;rplC;PP_0454;50S ribosomal protein L3
PP_RS02420;rplD;PP_0455;50S ribosomal protein L4
PP_RS02425;rplW;PP_0456;50S ribosomal protein L23
PP_RS02430;rplB;PP_0457;50S ribosomal protein L2
PP_RS02435;rpsS;PP_0458;30S ribosomal protein S19
PP_RS02440;rplV;PP_0459;50S ribosomal protein L22
PP_RS02445;rpsC;PP_0460;30S ribosomal protein S3
PP_RS02450;rplP;PP_0461;50S ribosomal protein L16
PP_RS02455;rpmC;PP_0462;50S ribosomal protein L29
PP_RS02460;rpsQ;PP_0463;30S ribosomal protein S17
PP_RS02465;rplN;PP_0464;50S ribosomal protein L14
PP_RS02470;rplX;PP_0465;50S ribosomal protein L24
PP_RS02475;rplE;PP_0466;50S ribosomal protein L5
PP_RS02480;rpsN;PP_0467;30S ribosomal protein S14
PP_RS02485;rpsH;PP_0468;30S ribosomal protein S8
PP_RS02490;rplF;PP_0469;50S ribosomal protein L6
PP_RS02495;rplR;PP_0470;50S ribosomal protein L18
PP_RS02500;rpsE;PP_0471;30S ribosomal protein S5
PP_RS02505;rpmD;PP_0472;50S ribosomal protein L30
PP_RS02510;rplO;PP_0473;50S ribosomal protein L15
PP_RS02515;secY;PP_0474;preprotein translocase subunit SecY
PP_RS02520;rpmJ;PP_0475;50S ribosomal protein L36
PP_RS02525;rpsM;PP_0476;30S ribosomal protein S13
PP_RS02530;rpsK;PP_0477;30S ribosomal protein S11
PP_RS02535;rpsD;PP_0478;30S ribosomal protein S4
PP_RS02540;rpoA;PP_0479;DNA-directed RNA polymerase subunit alpha
PP_RS02545;rplQ;PP_0480;50S ribosomal protein L17
PP_RS02550;;PP_0481;catalase
PP_RS02555;bfr;PP_0482;bacterioferritin
PP_RS02560;uvrA;PP_0483;excinuclease ABC subunit UvrA
PP_RS02565;;PP_0484;MFS transporter
PP_RS02570;;PP_0485;single-stranded DNA-binding protein
PP_RS02575;;PP_0486;PLP-dependent aminotransferase family protein
PP_RS02580;;PP_0487;TSUP family transporter
PP_RS02585;;PP_0488;SDR family NAD(P)-dependent oxidoreductase
PP_RS02590;fdnG;PP_0489;formate dehydrogenase-N subunit alpha
PP_RS02595;fdxH;PP_0490;formate dehydrogenase subunit beta
PP_RS02600;;PP_0491;formate dehydrogenase subunit gamma
PP_RS02605;fdhE;PP_0492;formate dehydrogenase accessory protein FdhE
PP_RS02610;selA;PP_0493;L-seryl-tRNA(Sec) selenium transferase
PP_RS02615;selB;PP_0494;selenocysteine-specific translation elongation factor
PP_RS02625;;PP_0495;asparaginase
PP_RS02630;;PP_0496;alanine:cation symporter family protein
PP_RS02635;;PP_0497;helix-turn-helix transcriptional regulator
PP_RS02640;;PP_0498;alpha/beta fold hydrolase
PP_RS02645;;PP_RS02645;TSUP family transporter
PP_RS02650;;PP_RS02650;hypothetical protein
PP_RS02655;;PP_0500;sugar nucleotide-binding protein
PP_RS02660;;PP_0501;NAD-dependent epimerase/dehydratase family protein
PP_RS02665;;PP_0502;helix-turn-helix transcriptional regulator
PP_RS02670;;PP_0503;MFS transporter
PP_RS02675;;PP_0504;outer membrane beta-barrel protein
PP_RS02680;;PP_0505;DUF3299 domain-containing protein
PP_RS02685;;PP_0506;ABC transporter permease
PP_RS02690;;PP_0507;ABC transporter ATP-binding protein
PP_RS02695;;PP_0508;DUF2796 domain-containing protein
PP_RS02700;;PP_0509;hypothetical protein
PP_RS02705;trxA;PP_0510;thioredoxin
PP_RS02710;;PP_0511;50S ribosomal protein L11 methyltransferase
PP_RS02715;;PP_0512;YbaY family lipoprotein
PP_RS02720;nrdR;PP_0513;transcriptional regulator NrdR
PP_RS02725;ribD;PP_0514;bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
PP_RS02730;;PP_0515;riboflavin synthase
PP_RS02735;ribB;PP_0516;bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II
PP_RS02740;ribE;PP_0517;6,7-dimethyl-8-ribityllumazine synthase
PP_RS02745;nusB;PP_0518;transcription antitermination factor NusB
PP_RS02750;thiL;PP_0519;thiamine-phosphate kinase
PP_RS02755;;PP_0520;phosphatidylglycerophosphatase A
PP_RS02760;;PP_0521;transporter substrate-binding domain-containing protein
PP_RS02765;ribA;PP_0522;GTP cyclohydrolase II
PP_RS02770;;PP_0523;hypothetical protein
PP_RS02775;;PP_0524;cobalamin-binding protein
PP_RS02780;;PP_0525;TonB-dependent receptor
PP_RS02785;;PP_0526;IS110-like element ISPpu10 family transposase
PP_RS02790;dxs;PP_0527;1-deoxy-D-xylulose-5-phosphate synthase
PP_RS02795;ispA;PP_0528;(2E,6E)-farnesyl diphosphate synthase
PP_RS02800;;PP_0529;exodeoxyribonuclease VII small subunit
PP_RS02805;ribB;PP_0530;3,4-dihydroxy-2-butanone-4-phosphate synthase
PP_RS02810;;PP_0531;zeta toxin family protein
PP_RS02815;;PP_0532;alpha/beta hydrolase
PP_RS02820;;PP_0533;sensor histidine kinase
PP_RS02825;;PP_0534;response regulator transcription factor
PP_RS02830;;PP_0535;TonB-dependent siderophore receptor
PP_RS02835;;PP_0536;hemerythrin domain-containing protein
PP_RS02840;;PP_0537;XRE family transcriptional regulator
PP_RS02845;ppa;PP_0538;inorganic diphosphatase
PP_RS02850;;PP_0539;zinc-dependent peptidase
PP_RS02855;;PP_0540;DedA family protein
PP_RS02860;;PP_0541;GNAT family N-acetyltransferase
PP_RS02865;eutC;PP_0542;ethanolamine ammonia-lyase subunit EutC
PP_RS02870;;PP_0543;ethanolamine ammonia-lyase subunit EutB
PP_RS02875;eat;PP_0544;ethanolamine permease
PP_RS02880;;PP_0545;aldehyde dehydrogenase
PP_RS02885;;PP_0546;sigma-54-dependent Fis family transcriptional regulator
PP_RS02890;mpl;PP_0547;UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase
PP_RS02895;ubiX;PP_0548;flavin prenyltransferase UbiX
PP_RS02900;;PP_0549;YceK/YidQ family lipoprotein
PP_RS02905;;PP_0550;oxidoreductase
PP_RS02910;;PP_0551;C13 family peptidase
PP_RS02915;;PP_0552;2,3-butanediol dehydrogenase
PP_RS02920;;PP_0553;acetoin dehydrogenase dihydrolipoyllysine-residue acetyltransferase subunit
PP_RS02925;;PP_0554;alpha-ketoacid dehydrogenase subunit beta
PP_RS02930;;PP_0555;thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha
PP_RS02935;;PP_0556;NAD(+)/NADH kinase
PP_RS02940;;PP_0557;sigma-54-dependent Fis family transcriptional regulator
PP_RS02945;accC;PP_0558;acetyl-CoA carboxylase biotin carboxylase subunit
PP_RS02950;accB;PP_0559;acetyl-CoA carboxylase biotin carboxyl carrier protein
PP_RS02955;aroQ;PP_0560;type II 3-dehydroquinate dehydratase
PP_RS02960;;PP_0561;protein-disulfide reductase DsbD
PP_RS02965;;PP_0562;methyl-accepting chemotaxis protein
PP_RS02970;;PP_0563;diguanylate cyclase
PP_RS02975;;PP_0564;DUF2333 family protein
PP_RS02980;;PP_0565;NUDIX hydrolase
PP_RS02985;;PP_0566;translation initiation factor Sui1
PP_RS02990;speA;PP_0567;arginine decarboxylase
PP_RS02995;;PP_0568;transposase
PP_RS03000;;PP_0569;MATE family efflux transporter
PP_RS03005;;PP_0570;alpha-2-macroglobulin family protein
PP_RS03010;;PP_0571;hypothetical protein
PP_RS03015;pbpC;PP_0572;peptidoglycan glycosyltransferase PbpC
PP_RS03020;;PP_0573;ShlB/FhaC/HecB family hemolysin secretion/activation protein
PP_RS03025;;PP_0574;response regulator transcription factor
PP_RS03030;;PP_0575;A24 family peptidase
PP_RS03035;;PP_0576;DUF4136 domain-containing protein
PP_RS03040;;PP_0577;DUF4136 domain-containing protein
PP_RS03045;;PP_0578;methyltransferase domain-containing protein
PP_RS03050;;PP_0579;pyrophosphatase
PP_RS03055;;PP_0580;acyl dehydratase
PP_RS03060;;PP_0581;3-oxoacyl-ACP reductase
PP_RS03065;;PP_0582;acetyl-CoA C-acetyltransferase
PP_RS03070;;PP_0583;helix-turn-helix transcriptional regulator
PP_RS03075;;PP_0584;methyl-accepting chemotaxis protein
PP_RS03080;cueR;PP_0585;Cu(I)-responsive transcriptional regulator
PP_RS03085;;PP_0586;heavy metal translocating P-type ATPase
PP_RS03090;;PP_0587;hypothetical protein
PP_RS03095;;PP_0588;cation transporter
PP_RS03100;;PP_0589;multidrug effflux MFS transporter
PP_RS03105;;PP_0590;ArsR family transcriptional regulator
PP_RS03110;;PP_0591;adenosine deaminase
PP_RS03115;;PP_0592;SDR family oxidoreductase
PP_RS03120;;PP_0593;IMPACT family protein
PP_RS03125;;PP_0594;TetR/AcrR family transcriptional regulator
PP_RS03130;;PP_0595;LysR family transcriptional regulator
PP_RS03135;;PP_0596;aspartate aminotransferase family protein
PP_RS03140;;PP_0597;CoA-acylating methylmalonate-semialdehyde dehydrogenase
PP_RS03170;;PP_0598;paraquat-inducible protein A
PP_RS03175;;PP_5745;paraquat-inducible protein A
PP_RS03180;;PP_0599;MlaD family protein
PP_RS03185;rpsT;PP_0600;30S ribosomal protein S20
PP_RS03190;murJ;PP_0601;murein biosynthesis integral membrane protein MurJ
PP_RS03195;ribF;PP_0602;bifunctional riboflavin kinase/FAD synthetase
PP_RS03200;ileS;PP_0603;isoleucine--tRNA ligase
PP_RS03205;lspA;PP_0604;signal peptidase II
PP_RS03210;fkpB;PP_0605;FKBP-type peptidyl-prolyl cis-trans isomerase
PP_RS03215;ispH;PP_0606;4-hydroxy-3-methylbut-2-enyl diphosphate reductase
PP_RS03220;;PP_0607;GspH/FimT family pseudopilin
PP_RS03225;;PP_0608;prepilin-type N-terminal cleavage/methylation domain-containing protein
PP_RS03230;;PP_0609;prepilin-type N-terminal cleavage/methylation domain-containing protein
PP_RS03235;;PP_0610;hypothetical protein
PP_RS03240;;PP_0611;prepilin-type N-terminal cleavage/methylation domain-containing protein
PP_RS03245;thiO;PP_0612;glycine oxidase ThiO
PP_RS03250;;PP_0613;amidase
PP_RS03255;;PP_0614;Zn-dependent hydrolase
PP_RS03260;;PP_0615;ABC transporter ATP-binding protein
PP_RS03265;;PP_0616;ABC transporter ATP-binding protein
PP_RS03270;;PP_0617;branched-chain amino acid ABC transporter permease
PP_RS03275;;PP_0618;branched-chain amino acid ABC transporter permease
PP_RS03280;;PP_0619;ABC transporter substrate-binding protein
PP_RS03285;;PP_0620;FCD domain-containing protein
PP_RS03290;;PP_0621;hypothetical protein
PP_RS03295;;PP_0622;outer membrane protein assembly factor BamD
PP_RS03300;rluD;PP_0623;23S rRNA pseudouridine(1911/1915/1917) synthase RluD
PP_RS03305;pgeF;PP_0624;peptidoglycan editing factor PgeF
PP_RS03310;clpB;PP_0625;ATP-dependent chaperone ClpB
PP_RS03340;;PP_0626;NAD(P)/FAD-dependent oxidoreductase
PP_RS03345;;PP_0627;DUF3094 domain-containing protein
PP_RS03350;;PP_0628;DUF1780 domain-containing protein
PP_RS03355;;PP_5447;hypothetical protein
PP_RS03360;;PP_0629;energy-coupling factor ABC transporter permease
PP_RS03365;yacG;PP_0630;DNA gyrase inhibitor YacG
PP_RS03370;coaE;PP_0631;dephospho-CoA kinase
PP_RS03375;;PP_0632;A24 family peptidase
PP_RS03380;;PP_0633;type II secretion system F family protein
PP_RS03385;;PP_0634;pilin
PP_RS03395;ltrA;PP_0635;group II intron reverse transcriptase/maturase
PP_RS03400;;PP_0636;cold shock domain-containing protein
PP_RS03405;;;hypothetical protein
PP_RS03410;;PP_0637;IS66-like element ISPpu15 family transposase
PP_RS03415;tnpB;PP_0638;IS66 family insertion sequence element accessoryprotein TnpB
PP_RS03420;;PP_5449;hypothetical protein
PP_RS03425;;PP_0639;DUF4276 family protein
PP_RS03430;;PP_0640;ATP-binding protein
PP_RS03435;;PP_0641;helix-turn-helix domain-containing protein
PP_RS03440;;PP_5452;hypothetical protein
PP_RS03445;;PP_0642;YitT family protein
PP_RS03450;;PP_0643;hypothetical protein
PP_RS03455;;PP_0645;hypothetical protein
PP_RS03460;;PP_0646;PAAR domain-containing protein
PP_RS03465;;PP_0647;hypothetical protein
PP_RS03470;;PP_0648;GFA family protein
PP_RS03475;;PP_0649;NUDIX domain-containing protein
PP_RS03480;;PP_0650;transposase domain-containing protein
PP_RS03485;;PP_0651;GNAT family N-acetyltransferase
PP_RS03490;;PP_5453;hypothetical protein
PP_RS03495;;PP_0652;gluconate:H+ symporter
PP_RS03500;;PP_0654;malate dehydrogenase
PP_RS03505;;PP_0655;type VI secretion system tube protein Hcp
PP_RS03510;;PP_5454;hypothetical protein
PP_RS03515;;PP_0656;amino acid ABC transporter permease
PP_RS03520;;PP_0657;ABC transporter substrate-binding protein
PP_RS03525;;PP_0658;homocysteine S-methyltransferase family protein
PP_RS03530;;PP_0659;cystathionine gamma-synthase family protein
PP_RS03535;;PP_0660;amino acid permease
PP_RS03540;;PP_0661;LysR substrate-binding domain-containing protein
PP_RS03545;;PP_0662;threonine synthase
PP_RS03550;;PP_0663;Lrp/AsnC family transcriptional regulator
PP_RS03555;;PP_0664;homoserine dehydrogenase
PP_RS03560;;PP_0665;aldehyde dehydrogenase family protein
PP_RS03565;;PP_0666;RidA family protein
PP_RS03570;;PP_0667;sigma-70 family RNA polymerase sigma factor
PP_RS03575;;PP_0668;FecR family protein
PP_RS03580;;PP_0669;TonB-dependent receptor
PP_RS03585;;PP_0670;bile acid:sodium symporter
PP_RS03590;;PP_0671;serine hydroxymethyltransferase
PP_RS03595;;PP_0672;EAL domain-containing protein
PP_RS03600;;PP_0673;hypothetical protein
PP_RS03605;ettA;PP_0674;energy-dependent translational throttle protein EttA
PP_RS03610;gdhA;PP_0675;NADP-specific glutamate dehydrogenase
PP_RS03615;;PP_0676;GreA/GreB family elongation factor
PP_RS03620;;PP_0677;lipoprotein
PP_RS03625;;PP_0678;DUF4105 domain-containing protein
PP_RS03630;;PP_0679;DUF3015 domain-containing protein
PP_RS03635;;PP_0680;AAA family ATPase
PP_RS03640;;PP_0681;hypothetical protein
PP_RS03645;;PP_0682;TIGR00645 family protein
PP_RS03650;;PP_0683;DUF6482 family protein
PP_RS03655;;PP_0684;FKBP-type peptidyl-prolyl cis-trans isomerase
PP_RS03660;;PP_0685;hypothetical protein
PP_RS03665;;PP_0686;zinc ribbon domain-containing protein YjdM
PP_RS03670;;PP_0687;polyprenyl synthetase family protein
PP_RS03675;rplU;PP_0688;50S ribosomal protein L21
PP_RS03680;rpmA;PP_0689;50S ribosomal protein L27
PP_RS03685;cgtA;PP_0690;Obg family GTPase CgtA
PP_RS03690;proB;PP_0691;glutamate 5-kinase
PP_RS03695;;PP_0692;CreA family protein
PP_RS03700;;PP_0693;Mks condensin complex protein MksF
PP_RS03705;;PP_0694;Mks condensin complex protein MksE
PP_RS03710;;PP_0695;Mks condensin complex protein MksB
PP_RS03715;;PP_0696;hypothetical protein
PP_RS03720;rimI;PP_0697;ribosomal protein S18-alanine N-acetyltransferase
PP_RS03725;;PP_5455;D-Ala-D-Ala carboxypeptidase family metallohydrolase
PP_RS03730;;PP_0698;LysR substrate-binding domain-containing protein
PP_RS03735;;PP_0699;LysE family transporter
PP_RS03745;;PP_0700;FecR domain-containing protein
PP_RS03750;;PP_0701;MFS transporter
PP_RS03755;;PP_0702;MFS transporter
PP_RS03760;;PP_0703;DUF4880 domain-containing protein
PP_RS03765;;PP_0704;sigma-70 family RNA polymerase sigma factor
PP_RS03770;;PP_0705;DNA-3-methyladenine glycosylase
PP_RS03775;ada;PP_0706;bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada
PP_RS03780;;PP_0707;DUF3772 domain-containing protein
PP_RS03785;;PP_0708;aldehyde dehydrogenase family protein
PP_RS03790;;PP_0709;cytosine permease
PP_RS03795;;PP_0710;nuclear transport factor 2 family protein
PP_RS03800;;PP_0711;hydrolase
PP_RS03805;ppk2;PP_0712;polyphosphate kinase 2
PP_RS03810;;PP_0713;monovalent cation:proton antiporter-2 (CPA2) family protein
PP_RS03815;;PP_0714;AI-2E family transporter
PP_RS03820;;PP_0715;TolC family protein
PP_RS03825;;PP_0716;HlyD family secretion protein
PP_RS03830;;PP_0717;DUF2955 domain-containing protein
PP_RS03835;sulP;PP_0718;sulfate permease
PP_RS03840;ychF;PP_0719;redox-regulated ATPase YchF
PP_RS03845;pth;PP_0720;aminoacyl-tRNA hydrolase
PP_RS03850;;PP_0721;50S ribosomal protein L25/general stress proteinCtc
PP_RS03855;;PP_0722;ribose-phosphate pyrophosphokinase
PP_RS03865;ispE;PP_0723;4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
PP_RS03870;lolB;PP_0724;lipoprotein insertase outer membrane protein LolB
PP_RS03875;;PP_0725;tetratricopeptide repeat protein
PP_RS03880;;PP_RS03880;IS5/IS1182 family transposase
PP_RS03885;;PP_0726;phosphocholine cytidylyltransferase family protein
PP_RS03890;;PP_0727;type 1 glutamine amidotransferase
PP_RS03900;;PP_0730;ATP-grasp domain-containing protein
PP_RS03915;hemA;PP_0732;glutamyl-tRNA reductase
PP_RS03920;prfA;PP_0733;peptide chain release factor 1
PP_RS03925;prmC;PP_0734;peptide chain release factor N(5)-glutamine methyltransferase
PP_RS03930;;PP_0735;molybdopterin-synthase adenylyltransferase MoeB
PP_RS03935;murI;PP_0736;glutamate racemase
PP_RS03940;;PP_0737;acyloxyacyl hydrolase
PP_RS03945;;PP_0738;SDR family oxidoreductase
PP_RS03950;phrB;PP_0739;deoxyribodipyrimidine photo-lyase
PP_RS03955;;PP_0740;MerR family transcriptional regulator
PP_RS03960;;PP_0741;DUF523 and DUF1722 domain-containing protein
PP_RS03965;;PP_0742;NAD(P)/FAD-dependent oxidoreductase
PP_RS03970;;PP_0743;TIGR01777 family oxidoreductase
PP_RS03975;hemH;PP_0744;ferrochelatase
PP_RS03980;;PP_0745;uracil-xanthine permease family protein
PP_RS03985;upp;PP_0746;uracil phosphoribosyltransferase
PP_RS03990;;PP_0747;hypoxanthine-guanine phosphoribosyltransferase
PP_RS03995;;PP_0748;WbuC family cupin fold metalloprotein
PP_RS04000;;PP_0749;hypothetical protein
PP_RS04005;;PP_0750;PA4642 family protein
PP_RS04010;mqo;PP_0751;malate dehydrogenase (quinone)
PP_RS04015;;PP_5456;hypothetical protein
PP_RS04020;;PP_0753;YajG family lipoprotein
PP_RS04025;;PP_0754;hypothetical protein
PP_RS04030;;PP_0755;hypothetical protein
PP_RS04035;;PP_0756;1-acyl-sn-glycerol-3-phosphate acyltransferase
PP_RS04040;;PP_0757;CPXCG motif-containing cysteine-rich protein
PP_RS04045;;PP_5457;DUF2007 domain-containing protein
PP_RS04050;;PP_0758;SOS response-associated peptidase
PP_RS04055;;PP_0759;M48 family metallopeptidase
PP_RS04060;;PP_0760;TMEM165/GDT1 family protein
PP_RS04065;;PP_0761;class I SAM-dependent methyltransferase
PP_RS04070;;PP_0762;2-hydroxyacid dehydrogenase
PP_RS04075;;PP_0763;fatty acid--CoA ligase
PP_RS04080;;PP_0765;DUF1302 domain-containing protein
PP_RS04085;;PP_0766;DUF1329 domain-containing protein
PP_RS04090;;PP_0767;LuxR C-terminal-related transcriptional regulator
PP_RS04095;;PP_0768;response regulator
PP_RS04100;;PP_0769;HAMP domain-containing histidine kinase
PP_RS04105;;PP_0770;AbrB/MazE/SpoVT family DNA-binding domain-containing protein
PP_RS04110;;PP_0771;type II toxin-antitoxin system ChpB family toxin
PP_RS04115;;PP_0772;MBL fold metallo-hydrolase
PP_RS04120;;PP_0773;OmpA family protein
PP_RS04125;pta;PP_0774;phosphate acetyltransferase
PP_RS04130;;PP_0775;DUF3565 domain-containing protein
PP_RS04135;;PP_0776;peptidylprolyl isomerase
PP_RS04140;;PP_0777;glutathione peroxidase
PP_RS04145;;PP_0778;glycosyltransferase family 1 protein
PP_RS04150;;PP_0779;methyl-accepting chemotaxis protein
PP_RS04155;;PP_0781;polymorphic toxin type 15 domain-containing protein
PP_RS04160;;PP_0782;DUF1851 domain-containing protein
PP_RS04165;;PP_0784;DUF1851 domain-containing protein
PP_RS04170;cysZ;PP_0785;sulfate transporter CysZ
PP_RS04175;trxB;PP_0786;thioredoxin-disulfide reductase
PP_RS04180;nadC;PP_0787;carboxylating nicotinate-nucleotide diphosphorylase
PP_RS04185;;PP_0788;DUF1631 domain-containing protein
PP_RS04190;ampD;PP_0789;1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
PP_RS04195;ampE;PP_0790;regulatory signaling modulator protein AmpE
